ID,Arrondissement,Nom_parc_lieu,Proximité_jeux_repère,Intersection,Etat,Date_installation,Remarque,Precision_localisation,X,Y,Longitude,Latitude,Type
447,Villeray–Saint-Michel–Parc-Extension,Jean-Valets,,ave Bloomfield/rue de Liège Ouest,,,,orthophotographies,293743.71,5043632.27,-73.6415563,45.53251904,fontaine
448,Villeray–Saint-Michel–Parc-Extension,Parc-école Sinclair-Laird,,rue de Liège Ouest/ave Stuart,,,,orthophotographies,293613.52,5043410.72,-73.64321809,45.53052337,fontaine
449,Villeray–Saint-Michel–Parc-Extension,Barclay,,ave Wiseman/rue Jarry Ouest,,,localisation approx.,localisation approx.,294154.03,5043278.35,-73.6362952,45.52934072,fontaine
450,Villeray–Saint-Michel–Parc-Extension,De Lestre,,ave Ball/ave Bloomfield,,,,orthophotographies,294388.15,5043390.88,-73.63330028,45.53035685,fontaine
451,Villeray–Saint-Michel–Parc-Extension,Saint-Roch,,ave Ball/rue Durocher,,,localisation approx.,localisation approx.,294520.14,5043615.8,-73.63161517,45.53238272,fontaine
452,Villeray–Saint-Michel–Parc-Extension,Ogilvy/Outremont,,ave d'Outremont/ave Ogilvy,,,,orthophotographies,294892.9,5042983.75,-73.62682987,45.5267007,fontaine
453,Villeray–Saint-Michel–Parc-Extension,Birnam,,rue Birnam (face au #7002),,,,orthophotographies,295095.32,5042734.89,-73.62423359,45.52446421,fontaine
454,Villeray–Saint-Michel–Parc-Extension,Champagneur,,ave Champagneur ( face au #7001),,,,orthophotographies,295199.26,5042935.17,-73.62290694,45.52626785,fontaine
455,Villeray–Saint-Michel–Parc-Extension,Bloomfield,,ave Bloomfield/rue Jean-Talon Ouest,,,,orthophotographies,295144.54,5043032.37,-73.62360937,45.52714173,fontaine
456,Villeray–Saint-Michel–Parc-Extension,Athéna,,rue Jean-Talon Ouest/ave De L'Épée,,,,orthophotographies,295107.61,5043093.12,-73.62408334,45.52768787,fontaine
457,Côte-des-Neiges–Notre-Dame-de-Grâce,William-Bowie,chalet,ave Patricia/ave Fielding,,,,orthophotographies,293134.77,5035350.3,-73.64915581,45.45798453,fontaine
458,Côte-des-Neiges–Notre-Dame-de-Grâce,Loyola,,ave Doherty/ave Somerled,,,localisation approx.,localisation approx.,293481.99,5035568.54,-73.64472117,45.45995407,fontaine
459,Côte-des-Neiges–Notre-Dame-de-Grâce,Loyola,baseball,ave Doherty/ave Somerled,,,,orthophotographies,293386.12,5035662.38,-73.64594922,45.46079692,fontaine
460,Côte-des-Neiges–Notre-Dame-de-Grâce,Loyola,baseball/soccer,ave Fielding/ave Coronation,,,,orthophotographies,293383.88,5035856.04,-73.64598236,45.46253953,fontaine
461,Côte-des-Neiges–Notre-Dame-de-Grâce,Loyola,jeux d'eau,ave Doherty/ave Fielding,,,,orthophotographies,293307.08,5035665.59,-73.64695997,45.46082451,fontaine
462,Côte-des-Neiges–Notre-Dame-de-Grâce,Gilbert-Layton,soccer,Chemin de la Côte-Saint-Luc/ave Rosedale,,,non-fonctionnelle,orthophotographies,292966.99,5036318.95,-73.65132442,45.46669807,fontaine
463,Côte-des-Neiges–Notre-Dame-de-Grâce,Gilbert-Layton,chalet,ave de Chester/ave de Mayfair,,,,orthophotographies,293035.26,5036226.07,-73.65044914,45.46586345,fontaine
464,Côte-des-Neiges–Notre-Dame-de-Grâce,Coffee,module de jeux,rue Coffee/ave Elmhurst,,,,orthophotographies,293872.73,5035037.05,-73.63971306,45.45517769,fontaine
465,Côte-des-Neiges–Notre-Dame-de-Grâce,Trenholme,,rue Sherbrooke Ouest/ave King-Edward,,,,orthophotographies,294383.29,5035718.25,-73.63319963,45.46131525,fontaine
466,Côte-des-Neiges–Notre-Dame-de-Grâce,Trenholme,,rue Sherbrooke Ouest/rue Park Row Est,,,accès restreint - parc à chien,orthophotographies,294476.45,5035721.74,-73.63200846,45.46134804,fontaine
467,Côte-des-Neiges–Notre-Dame-de-Grâce,Trenholme,soccer,rue Sherbrooke Ouest/rue Park Row Est,,,,orthophotographies,294574.4,5035683.35,-73.63075517,45.46100403,fontaine
468,Côte-des-Neiges–Notre-Dame-de-Grâce,Trenholme,module de jeux,rue Park Row Ouest/boul De Maisonneuve Ouest,,,,orthophotographies,294479.43,5035611.73,-73.63196804,45.46035816,fontaine
469,Côte-des-Neiges–Notre-Dame-de-Grâce,Benny,module de jeux,ave Benny/ave de Monkland,,,,orthophotographies,294435.59,5036344.87,-73.63254408,45.46695465,fontaine
470,Côte-des-Neiges–Notre-Dame-de-Grâce,de la Confédération,module de jeux,ave West Hill/ave Fielding,,,localisation approx.,localisation approx.,293915.38,5036884.56,-73.63920866,45.47180311,fontaine
471,Côte-des-Neiges–Notre-Dame-de-Grâce,de la Confédération,soccer,,,,localisation approx.,localisation approx.,293689.15,5037066.94,-73.64210614,45.47344069,fontaine
472,Côte-des-Neiges–Notre-Dame-de-Grâce,de la Confédération,soccer,ave West Hill/ave Fielding,,,localisation approx.,localisation approx.,293848.81,5036974.65,-73.64006206,45.47261274,fontaine
473,Côte-des-Neiges–Notre-Dame-de-Grâce,Somerled,tennis,ave de Hampton (face au #4915),,,,orthophotographies,294233.16,5037166.02,-73.63515048,45.4743407,fontaine
474,Côte-des-Neiges–Notre-Dame-de-Grâce,Somerled,chalet,ave de Hampton/ave Somerled,,,,orthophotographies,294320.2,5037101.39,-73.63403586,45.47376044,fontaine
475,Côte-des-Neiges–Notre-Dame-de-Grâce,William-Hurst,chalet,boul Grand/rue de Terrebonn,,,,orthophotographies,294537.34,5036669.02,-73.63124963,45.469873,fontaine
476,Côte-des-Neiges–Notre-Dame-de-Grâce,Herbert-Outerbridge,,ave Benny/rue Sherbrooke Ouest,,,,orthophotographies,294858.58,5036171.13,-73.62713122,45.4653974,fontaine
477,Côte-des-Neiges–Notre-Dame-de-Grâce,Notre-Dame-de-Grâce,module de jeux,ave Marcil/Chemin de la Côte-Saint-Antoine,,,localisation approx.,localisation approx.,295778.39,5036974.16,-73.61538342,45.47263593,fontaine
478,Côte-des-Neiges–Notre-Dame-de-Grâce,Notre-Dame-de-Grâce,chalet,ave Marcil/Chemin de la Côte-Saint-Antoine,,,,orthophotographies,295821.83,5037010.4,-73.6148285,45.47296259,fontaine
479,Côte-des-Neiges–Notre-Dame-de-Grâce,Georges-Saint-Pierre,module de jeux/soccer,ave d'Oxford (face au #966),,,,orthophotographies,296375.93,5036515.35,-73.60773323,45.4685148,fontaine
480,Côte-des-Neiges–Notre-Dame-de-Grâce,Maurice-Cullen,chalet,chemin Circle/chemin Mira,,,,orthophotographies,295413.18,5038182.38,-73.62007742,45.48350322,fontaine
481,Côte-des-Neiges–Notre-Dame-de-Grâce,Macdonald,chalet,ave Clanranald/ave Isabella,,,,orthophotographies,294147.11,5038224.08,-73.63627401,45.48386028,fontaine
482,Côte-des-Neiges–Notre-Dame-de-Grâce,Macdonald,chalet,ave Clanranald/ave Isabella,,,,orthophotographies,294149.94,5038227.8,-73.63623789,45.4838938,fontaine
483,Côte-des-Neiges–Notre-Dame-de-Grâce,Macdonald,module de jeux,ave Clanranald/ave Isabella,,,localisation approx.,localisation approx.,294212.23,5038168.76,-73.63543979,45.48336348,fontaine
484,Côte-des-Neiges–Notre-Dame-de-Grâce,Mackenzie-King,chalet,ave Saint-Kevin/ave de Westbury,,,,orthophotographies,294400.51,5038853.58,-73.63304581,45.48952861,fontaine
485,Côte-des-Neiges–Notre-Dame-de-Grâce,Mackenzie-King,module de jeux,ave Saint-Kevin/ave de Westbury,,,,orthophotographies,294359.38,5038802.48,-73.63357092,45.48906818,fontaine
486,Côte-des-Neiges–Notre-Dame-de-Grâce,Mackenzie-King,soccer,rue Beaucourt/chemin de la Côte-Sainte-Catherine,,,,orthophotographies,294378.6,5039033.73,-73.63332994,45.49114935,fontaine
487,Côte-des-Neiges–Notre-Dame-de-Grâce,Van Horne,,ave de Westbury/ave Van Horne,,,,orthophotographies,293900.97,5039033.86,-73.63944066,45.49114323,fontaine
488,Côte-des-Neiges–Notre-Dame-de-Grâce,Van Horne,jeux d'eau,ave Van Horne/rue Lemieux,,,localisation approx.,localisation approx.,293998.18,5039143.81,-73.63819939,45.49213412,fontaine
489,Côte-des-Neiges–Notre-Dame-de-Grâce,Nelson-Mandela,module de jeux,ave Barclay/rue Lemieux,,,localisation approx.,localisation approx.,293629.52,5039501.58,-73.64292418,45.49534768,fontaine
490,Côte-des-Neiges–Notre-Dame-de-Grâce,Nelson-Mandela,,ave Victoria/rue Bouchette,,,,orthophotographies,293685.03,5039598.46,-73.64221614,45.49622033,fontaine
491,Côte-des-Neiges–Notre-Dame-de-Grâce,Rosemary-Brown (Mclynn),jeux d'eau,place Kenmore,,,,orthophotographies,293261.28,5038890,-73.64762135,45.48983843,fontaine
492,Côte-des-Neiges–Notre-Dame-de-Grâce,Rosemary-Brown (Mclynn),,ave Mclynn/ave Plamondon,,,,orthophotographies,293273.02,5038846.3,-73.64747013,45.48944539,fontaine
493,Côte-des-Neiges–Notre-Dame-de-Grâce,Rosemary-Brown (Mclynn),pétanque,ave Mclynn/rue Vézina,,,,orthophotographies,293148.99,5038927.66,-73.64905883,45.49017545,fontaine
494,Côte-des-Neiges–Notre-Dame-de-Grâce,de la Savane,jardins communautaires,rue de la Savane/place de la Savane,,,,orthophotographies,292695.91,5039893.62,-73.65487918,45.49885984,fontaine
495,Côte-des-Neiges–Notre-Dame-de-Grâce,Roméo-Charrette,module de jeux,ave Glencoe/boul Laird,,,,orthophotographies,293728.31,5040730.98,-73.64168793,45.50641189,fontaine
496,Côte-des-Neiges–Notre-Dame-de-Grâce,de Dunkerque,module de jeux,ave Kirkfield/rue de Tilly,,,,orthophotographies,294310.7,5041398.89,-73.63424921,45.51243101,fontaine
497,Côte-des-Neiges–Notre-Dame-de-Grâce,de Kent,piscine,chemin Hudson/ave de Kent,,,accès restreint,orthophotographies,294657.26,5040653.33,-73.62979829,45.50572729,fontaine
498,Côte-des-Neiges–Notre-Dame-de-Grâce,de Kent,baseball/soccer,ave de Kent/ave Decelles,,,,orthophotographies,294471.11,5040352.85,-73.63217415,45.50302072,fontaine
499,Côte-des-Neiges–Notre-Dame-de-Grâce,de Kent,soccer,ave Appleton/ave Decelles,,,,orthophotographies,294401.43,5040461.31,-73.63306811,45.50399565,fontaine
500,Côte-des-Neiges–Notre-Dame-de-Grâce,de Kent,tennis,ave Appleton/chemin Hudson,,,localisation approx.,localisation approx.,294523.84,5040659.72,-73.63150582,45.50578284,fontaine
501,Côte-des-Neiges–Notre-Dame-de-Grâce,Mahatma-Gandhi,,ave Van Horne/ave Linton,,,localisation approx.,localisation approx.,294792.27,5040797.37,-73.62807349,45.50702537,fontaine
502,Côte-des-Neiges–Notre-Dame-de-Grâce,place de Darlington,module de jeux,place de Darlington (face au #2795),,,,orthophotographies,294834.35,5041107.03,-73.62754127,45.50981242,fontaine
503,Côte-des-Neiges–Notre-Dame-de-Grâce,Jean-Brillant,,ave Swail/ave Gatineau,,,,orthophotographies,295453.54,5039618.18,-73.61958847,45.49642371,fontaine
504,Côte-des-Neiges–Notre-Dame-de-Grâce,Jean-Brillant,jeux d'eau,ave Decelles/rue Jean-Brillant,,,,orthophotographies,295460.34,5039706.6,-73.61950315,45.49721944,fontaine
505,Côte-des-Neiges–Notre-Dame-de-Grâce,De Sousa-Mendes,module de jeux,rue Plantagenet/ave De Soissons,,,,orthophotographies,295267.37,5040995.5,-73.62199728,45.50881488,fontaine
506,Mercier–Hochelaga-Maisonneuve,de la Promenade-Bellerive,chalet,rue Bellerive/rue Mousseau,,,,orthophotographies,304052.72,5051156.74,-73.50957912,45.600314,fontaine
507,Mercier–Hochelaga-Maisonneuve,de la Promenade-Bellerive,,rue Bellerive/ave Mercier,,,,orthophotographies,304094.98,5050583.54,-73.50903657,45.59515623,fontaine
508,Mercier–Hochelaga-Maisonneuve,Louis-Riel,soccer,ave de Carignan/ave Pérodeau,,,,orthophotographies,300595.32,5049150.95,-73.55388103,45.58225302,fontaine
509,Mercier–Hochelaga-Maisonneuve,Louis-Riel,baseball,ave de Carignan/rue Gérin-Lajoie,,,,orthophotographies,300679.12,5049137.33,-73.55280705,45.58213096,fontaine
510,Mercier–Hochelaga-Maisonneuve,Louis-Riel,tennis,rue Gérin-Lajoie/ave Louis-Joseph-Doucet,,,,orthophotographies,300627.71,5049034.46,-73.55346497,45.581205,fontaine
511,Mercier–Hochelaga-Maisonneuve,Louis-Riel,terrain d'athlétisme,ave de Carignan/ave Pérodeau,,,,orthophotographies,300529.99,5049117.21,-73.5547179,45.58194902,fontaine
512,Mercier–Hochelaga-Maisonneuve,Louis-Riel,baseball,rue Du Quesne/rue Pierre-Bédard,,,,orthophotographies,300516.15,5049089.32,-73.55489501,45.58169797,fontaine
513,Mercier–Hochelaga-Maisonneuve,Louis-Riel,,rue Du Quesne/rue Pierre-Bédard,,,localisation approx.,localisation approx.,300475.87,5049007.29,-73.55541045,45.58095959,fontaine
514,Mercier–Hochelaga-Maisonneuve,Louis-Riel,,rue Du Quesne/rue Pierre-Bédard,,,localisation approx.,localisation approx.,300479.13,5049018.01,-73.55536877,45.58105607,fontaine
515,Mercier–Hochelaga-Maisonneuve,Hector-Vinet,,rue Hochelaga/ave Hector,,,,orthophotographies,303636.83,5052285.02,-73.51491296,45.610466,fontaine
516,Mercier–Hochelaga-Maisonneuve,Saint-Victor,baseball,ave Pierre-De Coubertin/rue Aubry,,,,orthophotographies,303358,5051999.8,-73.51848698,45.60789899,fontaine
517,Mercier–Hochelaga-Maisonneuve,Saint-Victor,,rue Hochelaga/rue Taillon,,,localisation approx.,localisation approx.,303424.16,5051904.79,-73.51763852,45.6070442,fontaine
518,Mercier–Hochelaga-Maisonneuve,Pierre-Bernard,chalet,rue De Teck/boul Pierre-Bernard,,,,orthophotographies,302765.13,5051801.26,-73.52608697,45.60611099,fontaine
519,Mercier–Hochelaga-Maisonneuve,Pierre-Bernard,,boul Pierre-Bernard/rue de Marseille,,,,orthophotographies,302855.14,5051776.78,-73.52493294,45.60589097,fontaine
520,Mercier–Hochelaga-Maisonneuve,Pierre-Bernard,baseball,rue de Marseille/rue French,,,,orthophotographies,302871.72,5051679.09,-73.52472,45.60501198,fontaine
521,Mercier–Hochelaga-Maisonneuve,Sainte-Claire,module de jeux,ave Pierre-De Coubertin/ave Mercier,,,,orthophotographies,302945.89,5051089.95,-73.52376693,45.59971094,fontaine
522,Mercier–Hochelaga-Maisonneuve,Clément-Jetté (Sud),,rue Notre-Dame Est/boul Pierre-Bernard,,,,orthophotographies,303928.71,5051341.68,-73.51116909,45.601978,fontaine
523,Mercier–Hochelaga-Maisonneuve,Pierre-Tétreault,,rue Notre-Dame Est/rue Baldwin,,,,orthophotographies,303928.42,5050905.04,-73.51117203,45.59804899,fontaine
524,Mercier–Hochelaga-Maisonneuve,Honoré-Mercier,,rue Notre-Dame Est/rue Liébert,,,,orthophotographies,304019.16,5050289.35,-73.51000793,45.59250895,fontaine
525,Mercier–Hochelaga-Maisonneuve,De La Bruère,,ave Dubuisson/rue Liébert,,,,orthophotographies,303245.22,5050504.55,-73.5199281,45.59444408,fontaine
526,Mercier–Hochelaga-Maisonneuve,Liébert,baseball,rue Liébert/rue Sainte-CLaire,,,,orthophotographies,302688.17,5050757.86,-73.52706908,45.59672197,fontaine
527,Mercier–Hochelaga-Maisonneuve,Liébert,module de jeux,rue Cirier/ave Pierre-De Coubertin,,,,orthophotographies,302729,5050605.71,-73.52654508,45.595353,fontaine
528,Mercier–Hochelaga-Maisonneuve,Michel-Bourdon,module de jeux,rue Joseph-A.-Rodier,,,,orthophotographies,301834.85,5050642.52,-73.53800608,45.59568099,fontaine
529,Mercier–Hochelaga-Maisonneuve,Radisson,,rue Radisson (face au #5260),,,,orthophotographies,301286.3,5050060.69,-73.54503299,45.59044296,fontaine
530,Mercier–Hochelaga-Maisonneuve,Beauclerk,chalet,ave Émile-Legrand/rue La Fontaine,,,,orthophotographies,303251.72,5048974.81,-73.51983994,45.58067904,fontaine
531,Mercier–Hochelaga-Maisonneuve,Carlos-D'Alcantara,chalet,rue De Contreceour,,,,orthophotographies,302183.83,5052627.44,-73.53354364,45.61354323,fontaine
532,Mercier–Hochelaga-Maisonneuve,Carlos-D'Alcantara,soccer,rue De Contreceour/rue Rousseau,,,,orthophotographies,301986.33,5052677.86,-73.53607621,45.61399615,fontaine
533,Mercier–Hochelaga-Maisonneuve,Rougemont,chalet,rue Bossuet/rue Ontario Est,,,,orthophotographies,302623.07,5047738.43,-73.52789006,45.56955202,fontaine
534,Mercier–Hochelaga-Maisonneuve,Rougemont,,rue La Fontaine/ave Rougemont,,,,orthophotographies,302713.36,5047658.27,-73.52673296,45.56883099,fontaine
535,Mercier–Hochelaga-Maisonneuve,Olivier-Guimond,,rue Dickson/rue Boileau,,,,orthophotographies,301534.01,5047928.72,-73.54184398,45.57126005,fontaine
536,Mercier–Hochelaga-Maisonneuve,Thibodeau,,ave Pierre-De Coubertin/rue Lacordaire,,,,orthophotographies,301639.22,5048073.8,-73.54049697,45.57256601,fontaine
537,Mercier–Hochelaga-Maisonneuve,Jean-Amyot,,rue Du Quesne/ave Pierre-De Coubertin,,,,orthophotographies,301727.97,5048410.37,-73.53936199,45.57559497,fontaine
538,Mercier–Hochelaga-Maisonneuve,Jean-Amyot,bocce,rue Du Quesne/rue de Marseille,,,,orthophotographies,301668.98,5048433.74,-73.54011798,45.575805,fontaine
539,Mercier–Hochelaga-Maisonneuve,Jean-Amyot,baseball,rue de Marseille/ave de la Pépinière,,,,orthophotographies,301638.76,5048550.11,-73.54050594,45.576852,fontaine
540,Mercier–Hochelaga-Maisonneuve,Saint-Donat,,rue Arcand/rue de Marseille,,,,orthophotographies,301905.85,5049274.57,-73.53708793,45.58337207,fontaine
541,Mercier–Hochelaga-Maisonneuve,Saint-Donat,soccer,rue Arcand/rue de Marseille,,,,orthophotographies,301972.39,5049238.08,-73.53623502,45.583044,fontaine
542,Mercier–Hochelaga-Maisonneuve,Saint-Donat,,ave Parkville/ave Pierre-De Coubertin,,,,orthophotographies,301983.35,5049133.94,-73.53609397,45.58210696,fontaine
543,Mercier–Hochelaga-Maisonneuve,Guillaume-Couture,,ave Rodolphe-Mathieu/ave Albani,,,,orthophotographies,299966.46,5049297.54,-73.56194102,45.58356799,fontaine
544,Mercier–Hochelaga-Maisonneuve,Guillaume-Couture,module de jeux,rue Du Quesne/ave De Charette,,,,orthophotographies,299998.22,5049202.61,-73.56153309,45.58271401,fontaine
545,Mercier–Hochelaga-Maisonneuve,Francesca-Cabrini,,ave Rodolphe-Mathieu/rue De Cadillac,,,,orthophotographies,299864.82,5049152.93,-73.56324206,45.58226604,fontaine
546,Mercier–Hochelaga-Maisonneuve,Pierre-Bédard,chalet,rue Lacordaire/rue Gérin-Lajoie,,,,orthophotographies,300564.07,5048633.54,-73.55427699,45.57759702,fontaine
547,Mercier–Hochelaga-Maisonneuve,rue Chauveau (Îlot de voirie),,rue Chauveau/boul de L'Assomption,,,Îlot de voirie aménagé,orthophotographies,300969.96,5047594.08,-73.54906799,45.56824598,fontaine
548,Mercier–Hochelaga-Maisonneuve,Théodore,,rue Théodore/rue Hochelaga,,,,orthophotographies,301319.58,5046772.84,-73.54458304,45.56085803,fontaine
549,Mercier–Hochelaga-Maisonneuve,Théodore,,rue Théodore/rue Hochelaga,,,,orthophotographies,301392.48,5046738.57,-73.54364897,45.56055001,fontaine
550,Mercier–Hochelaga-Maisonneuve,Saint-Clément,baseball,rue Ontario Est/rue Ida-Steinberg,,,,orthophotographies,302123.51,5046775.11,-73.53428497,45.56088201,fontaine
551,Mercier–Hochelaga-Maisonneuve,Saint-Clément,module de jeux,rue La Fontaine/rue Vimont,,,,orthophotographies,302204.66,5046685.28,-73.53324499,45.56007399,fontaine
552,Mercier–Hochelaga-Maisonneuve,Ovila-Pelletier,module de jeux,ave Bennett/rue Ontario Est,,,,orthophotographies,301702.41,5046115.62,-73.53967495,45.55494594,fontaine
553,Mercier–Hochelaga-Maisonneuve,Morgan,chalet,ave Morgan/rue Sainte-Catherinre Est,,,,orthophotographies,302222.14,5045724.76,-73.53301602,45.55143097,fontaine
554,Mercier–Hochelaga-Maisonneuve,Morgan,,ave Morgan/rue Sainte-Catherinre Est,,,localisation approx.,localisation approx.,302264.27,5045660.64,-73.53247611,45.55085415,fontaine
555,Mercier–Hochelaga-Maisonneuve,Jacques-Blanchet,,ave Jeanne-D'Arc/rue Ontario Est,,,,orthophotographies,301600.64,5045435.96,-73.54097401,45.54882967,fontaine
556,Mercier–Hochelaga-Maisonneuve,de Saint-Aloysius,chalet,ave Valois/rue Drouin,,,,orthophotographies,301603.4,5045125.55,-73.54093664,45.5460365,fontaine
557,Mercier–Hochelaga-Maisonneuve,Lalancette,,rue Hochelaga/rue Nicolet,,,,orthophotographies,301001.52,5045445.89,-73.54864698,45.54891601,fontaine
558,Mercier–Hochelaga-Maisonneuve,Lalancette,,rue Hochelaga/rue Nicolet,,,,orthophotographies,300985.25,5045404.89,-73.54885503,45.54854699,fontaine
559,Mercier–Hochelaga-Maisonneuve,Lalancette,,rue Hochelaga/rue Nicolet,,,,orthophotographies,300934.32,5045442.22,-73.54950758,45.54888262,fontaine
560,Mercier–Hochelaga-Maisonneuve,Edmond-Hamelin,,rue Sainte-Catherine Est/rue Joliette,,,,orthophotographies,301805.56,5044839.23,-73.53834596,45.54346099,fontaine
561,Mercier–Hochelaga-Maisonneuve,Hochelaga,,rue Darling/rue Utilités publiques (La Fontaine),,,,orthophotographies,301351.32,5044709.1,-73.54416191,45.54228793,fontaine
562,Mercier–Hochelaga-Maisonneuve,Hochelaga,,rue Darling/rue Utilités publiques,,,,orthophotographies,301398.38,5044659.63,-73.54355895,45.54184301,fontaine
563,Mercier–Hochelaga-Maisonneuve,Square Dézéry,,rue Dézéry/rue John-Easton-Mills,,,,orthophotographies,301657.97,5044380.44,-73.54023301,45.53933197,fontaine
564,Mercier–Hochelaga-Maisonneuve,Raymond-Préfontaine,,rue Dézéry/rue de Rouen,,,,orthophotographies,300696.41,5044691.24,-73.55254818,45.54212367,fontaine
565,Mercier–Hochelaga-Maisonneuve,Raymond-Préfontaine,,rue de Rouen/rue Préfontaine,,,,orthophotographies,300715.93,5044600.26,-73.55229746,45.54130511,fontaine
566,Mercier–Hochelaga-Maisonneuve,place Valois,,ave Valois/rue Ontario Est,,,,orthophotographies,301391.13,5045269.97,-73.54365603,45.54733503,fontaine
567,Mercier–Hochelaga-Maisonneuve,Thomas-Chapais,chalet,boul Pierre-Bernard/rue Tiffin,,,,orthophotographies,301963.85,5052085.07,-73.536361,45.60866198,fontaine
568,Mercier–Hochelaga-Maisonneuve,Thomas-Chapais,chalet,boul Pierre-Bernard/rue De Gadbois,,,,orthophotographies,302191.89,5052016.29,-73.53343703,45.60804398,fontaine
569,Anjou,du Fort-Des Ormeaux,chalet,"7775, ave Des Ormeaux",,,,orthophotographies,300464.16,5052775.7,-73.55559398,45.61486871,fontaine
570,Anjou,de Peterborough,,8400 boul de Châteauneuf,,,localisation approx.,localisation approx.,300474.57,5052308.53,-73.55545636,45.61066506,fontaine
571,Anjou,Des Roseraies,baseball,7070 ave de la Nantaise,,,,orthophotographies,300482.47,5050476.49,-73.55533886,45.59417992,fontaine
572,Anjou,Des Roseraies,baseball,7070 ave de la Nantaise,,,,orthophotographies,300485.68,5050478.34,-73.55529774,45.59419659,fontaine
573,Anjou,Des Roseraies,tennis,7070 ave de la Nantaise,,,localisation approx.,localisation approx.,300592.24,5050350.34,-73.55393083,45.59304546,fontaine
574,Anjou,André-Laurendeau,,8361 ave André-Laurendeau,,,localisation approx.,localisation approx.,299372.19,5051516.82,-73.56958116,45.60353331,fontaine
575,Anjou,André-Laurendeau,,8361 ave André-Laurendeau,,,localisation approx.,localisation approx.,299297.96,5051674.94,-73.57053453,45.60495554,fontaine
576,Anjou,André-Laurendeau,pataugeoire,8361 ave André-Laurendeau,,,localisation approx.,localisation approx.,299289.03,5051692.15,-73.5706492,45.60511033,fontaine
577,Anjou,Lucie-Bruneau,baseball#1,7051 ave de l'Alsace,,,,orthophotographies,298232.61,5051581.18,-73.58419072,45.60410261,fontaine
578,Anjou,Lucie-Bruneau,baseball#1,7051 ave de l'Alsace,,,,orthophotographies,298233.22,5051582.39,-73.58418292,45.6041135,fontaine
579,Anjou,Lucie-Bruneau,baseball#2,7051 ave de l'Alsace,,,,orthophotographies,298188.54,5051754.91,-73.58475803,45.60566546,fontaine
580,Anjou,Lucie-Bruneau,baseball#2,7051 ave de l'Alsace,,,,orthophotographies,298190.33,5051755.25,-73.58473509,45.60566854,fontaine
581,Anjou,d'Antioche,pétanque,6995 place d'Antioche,,,,orthophotographies,300174.08,5050646.22,-73.55929318,45.59570522,fontaine
582,Anjou,de Spalding,,7901 ave Spalding,,,localisation approx. / travaux prévus en 2019,localisation approx.,300719.94,5051439.62,-73.5523032,45.60284786,fontaine
583,Anjou,de Talcy,chalet,8151 ave de Talcy,,,,orthophotographies,300166.04,5051934.91,-73.55940847,45.60730114,fontaine
584,Anjou,de Talcy,chalet,8151 ave de Talcy,,,,orthophotographies,300171.27,5051937.99,-73.55934145,45.60732889,fontaine
585,Anjou,de Verdelles,,8441 place Verdelles,,,,orthophotographies,300919.5,5052039.85,-73.54974978,45.60825004,fontaine
586,Anjou,du Bocage,chalet,6200 ave du Bocage,,,,orthophotographies,300749.4,5050299.75,-73.55191609,45.59259117,fontaine
587,Anjou,du Bocage,chalet / piscine,6200 ave du Bocage,,,accès restreint,orthophotographies,300758.76,5050292.43,-73.55179606,45.59252536,fontaine
588,Anjou,Roger-Rousseau,baseball,7501 ave Rondeau,,,,orthophotographies,300962.21,5052913.57,-73.54920909,45.61611223,fontaine
589,Anjou,Roger-Rousseau,baseball,7501 ave Rondeau,,,,orthophotographies,300874.55,5053085.01,-73.55033447,45.6176544,fontaine
590,Anjou,Roger-Rousseau,,7501 ave Rondeau,,,localisation approx.,localisation approx.,300892.31,5052914.25,-73.55010537,45.61611796,fontaine
591,Anjou,Goncourt,tennis,7130 ave Goncourt,,,localisation approx.,localisation approx.,300341.85,5051415.95,-73.55714981,45.60263255,fontaine
592,Anjou,Du Mail (Chénier),,5555 ave de l'Aréna,,,localisation approx.,localisation approx.,301394.05,5051423.14,-73.54366152,45.6027032,fontaine
593,Anjou,Bibliothèque Jean-Corbeil,cour arrière,7500 ave Goncourt,,,localisation approx.,localisation approx.,300262.74,5051388.48,-73.55816368,45.60238486,fontaine
594,Ville-Marie,place Jacques-Cartier,,place Jacques-Cartier/rue Notre-Dame Est,,,abreuvoir à chevaux,orthophotographies,300633.58,5040895.9,-73.55332047,45.50797134,fontaine
595,Ville-Marie,champ de mars,,rue Saint-Antoine Est/ave de l'Hôtel-de-ville,,,localisation approx.,localisation approx.,300470.99,5040960.77,-73.55540182,45.50855408,fontaine
596,Ville-Marie,Charles-S.-Cambell,,rue Alexandre-DeSève/rue Gareau,,,localisation approx.,localisation approx.,300694.21,5042354.76,-73.55255677,45.52109912,fontaine
597,Ville-Marie,square des Frères-Charron,,rue des Soeurs-Grises/rue Marguerite-D'Youville,,,,orthophotographies,300525.45,5039892.21,-73.55469554,45.49893905,fontaine
598,Ville-Marie,Joe-Montferrand,,rue Frontenac/rue Sainte-Catherine Est,,,,orthophotographies,301240.1,5043366.05,-73.54557637,45.5302021,fontaine
599,Ville-Marie,Médéric-Martin,,ave Gascon/rue de Rouen,,,,orthophotographies,300562.07,5043883.17,-73.55426147,45.53485155,fontaine
600,Ville-Marie,Olivier-Robert,,rue Fullum/boul De Maisonneuve Est,,,,orthophotographies,300920.47,5043123.85,-73.54966658,45.52802099,fontaine
