ID,Arrondissement,Nom_parc_lieu,Proximité_jeux_repère,Intersection,Etat,Date_installation,Remarque,Precision_localisation,X,Y,Longitude,Latitude,Type
297,Rivière-des-Prairies–Pointe-aux-Trembles,Pierre-Lacroix (Jardins commun.),Jardins communautaires,rue Parent/18e ave,,,accès restreint,orthophotographies,305158.75,5056263.7,-73.49539755,45.64626797,fontaine
298,Rivière-des-Prairies–Pointe-aux-Trembles,Richelieu (Jardins commun.),Jardins communautaires,rue Forsyth/40e ave,,,accès restreint,orthophotographies,304451.6,5058194.18,-73.50447105,45.6636388,fontaine
299,Rivière-des-Prairies–Pointe-aux-Trembles,Maria-Goreti (Jardins commun.),Jardins communautaires,Ter. Sainte-Maria-Goreti/94e ave,,,accès restreint,orthophotographies,306171.31,5062008.15,-73.48239109,45.6979562,fontaine
300,Rivière-des-Prairies–Pointe-aux-Trembles,Parc-école Notre-Dame,,rue Notre-Dame Est/57e ave,,,,orthophotographies,305287.02,5059240.66,-73.49374898,45.67305512,fontaine
301,Rivière-des-Prairies–Pointe-aux-Trembles,Beausoleil,,rue Beausoleil/rue Beaudoin,,,,orthophotographies,305381.7,5060631.4,-73.49253207,45.68556913,fontaine
302,Rivière-des-Prairies–Pointe-aux-Trembles,des Bouleaux,,rue des Bouleaux/rue Reeves,,,,orthophotographies,304732.16,5056402.67,-73.50087035,45.64751853,fontaine
303,Rivière-des-Prairies–Pointe-aux-Trembles,de la Rivière,,rue Pierre-Mercure/rue Napoléon-Brisebois,,,,orthophotographies,305475.33,5062143.69,-73.49132794,45.69917683,fontaine
304,Rivière-des-Prairies–Pointe-aux-Trembles,du Bout-de-L'île,,rue Bureau (tourne-bride),,,localisation approx.,localisation approx.,306495.87,5062481.84,-73.47822178,45.7022178,fontaine
305,Rivière-des-Prairies–Pointe-aux-Trembles,Clémentine-De la Rousselière,,rue Notre-Dame Est/boul De La Rousselière,,,,orthophotographies,305267.71,5058703.18,-73.49399735,45.6682188,fontaine
306,Rivière-des-Prairies–Pointe-aux-Trembles,du Colombier,,rue du Colombier,,,,orthophotographies,305255.6,5056568.26,-73.49415477,45.6490084,fontaine
307,Rivière-des-Prairies–Pointe-aux-Trembles,Daniel-Johnson,,boul du Tricentenaire/rue Joseph-Dargent,,,,orthophotographies,304810.48,5056697.17,-73.49986554,45.65016851,fontaine
308,Rivière-des-Prairies–Pointe-aux-Trembles,des Épinettes,,rue des Épinettes/rue des Bois-Francs,,,,orthophotographies,304223.09,5056575.66,-73.50740162,45.6490749,fontaine
309,Rivière-des-Prairies–Pointe-aux-Trembles,François-La Bernarde,,place François-La Bernarde/rue Antoine-Chaudillon,,,,orthophotographies,305571.23,5061326.17,-73.49009777,45.69182058,fontaine
310,Rivière-des-Prairies–Pointe-aux-Trembles,François-Vaillancourt,,rue René-Lévesque/31e ave,,,localisation approx.,localisation approx.,304740.65,5057334.61,-73.50076154,45.65590431,fontaine
311,Rivière-des-Prairies–Pointe-aux-Trembles,de Montmartre,,rue De Montigny/60e ave,,,,orthophotographies,304999.39,5059548.03,-73.49744065,45.67582102,fontaine
312,Rivière-des-Prairies–Pointe-aux-Trembles,Richelieu,,rue Forsyth/40e ave,,,,orthophotographies,304414.25,5058182.5,-73.50495036,45.66353368,fontaine
313,Rivière-des-Prairies–Pointe-aux-Trembles,Rosaire-Prieur (Prince-Albert),,rue Prince-Albert/8e ave,,,,orthophotographies,305397.83,5055439.65,-73.49233138,45.63885283,fontaine
314,Rivière-des-Prairies–Pointe-aux-Trembles,Saint-Georges,,place Saint-Georges,,,,orthophotographies,305404.06,5057166.65,-73.49224932,45.65439272,fontaine
315,Rivière-des-Prairies–Pointe-aux-Trembles,Saint-Jean-Baptiste,,boul Saint-Jean-Baptiste/rue René-Lévesque,,,,orthophotographies,304761.14,5055686.57,-73.50049849,45.64107492,fontaine
316,Rivière-des-Prairies–Pointe-aux-Trembles,Saint-Joseph,,boul Gouin Est/68e ave,,,,orthophotographies,300044.95,5057888.52,-73.56101899,45.66087221,fontaine
317,Rivière-des-Prairies–Pointe-aux-Trembles,Saint-Joseph,,boul Gouin Est/68e ave,,,,orthophotographies,299910.65,5058024.55,-73.56274375,45.66209529,fontaine
318,Rivière-des-Prairies–Pointe-aux-Trembles,Saint-Joseph,,boul Gouin Est/68e ave,,,,orthophotographies,299907.84,5058053.38,-73.5627801,45.66235469,fontaine
319,Rivière-des-Prairies–Pointe-aux-Trembles,Maria-Goretti,,rue Notre-Dame Est/85e ave,,,,orthophotographies,305761.51,5061305.65,-73.4876547,45.6916357,fontaine
320,Rivière-des-Prairies–Pointe-aux-Trembles,Yves-Thériault / Sherbrooke,,ave Yves-Thériault/rue Thérèse-Giroux,,,,orthophotographies,304515.32,5059963,-73.50365436,45.67955496,fontaine
321,Rivière-des-Prairies–Pointe-aux-Trembles,Polyvalente Pointe-aux-Trembles,,rue Sherbrooke Est/rue Damien-Gauthier,,,localisation approx.,localisation approx.,305184.31,5060501.17,-73.49506629,45.68439744,fontaine
322,Rivière-des-Prairies–Pointe-aux-Trembles,Polyvalente Pointe-aux-Trembles,,rue Sherbrooke Est/rue Damien-Gauthier,,,localisation approx.,localisation approx.,305197.73,5060500.7,-73.49489401,45.68439321,fontaine
323,Rivière-des-Prairies–Pointe-aux-Trembles,Polyvalente Pointe-aux-Trembles,,rue Sherbrooke Est/rue Damien-Gauthier,,,localisation approx.,localisation approx.,305185.73,5060490.11,-73.49504807,45.68429792,fontaine
324,Rivière-des-Prairies–Pointe-aux-Trembles,Polyvalente Pointe-aux-Trembles,,rue Sherbrooke Est/rue Damien-Gauthier,,,localisation approx.,localisation approx.,305198.67,5060491.29,-73.49488195,45.68430853,fontaine
325,Rivière-des-Prairies–Pointe-aux-Trembles,Victoria-Girard,,rue Forsyth/rue Jean-Leduc,,,localisation approx.,localisation approx.,304233.62,5057189.24,-73.50726724,45.65459602,fontaine
326,Rivière-des-Prairies–Pointe-aux-Trembles,Place du Village,,rue Notre-Dame Est/boul Saint-Jean-Baptiste,,,localisation approx.,localisation approx.,305645.88,5055542.62,-73.48914935,45.63977911,fontaine
327,Rivière-des-Prairies–Pointe-aux-Trembles,Rampe de mise à l'eau,,rue Notre-Dame Est/36e ave,,,,orthophotographies,305552.02,5057685.59,-73.49035004,45.65906209,fontaine
328,Rivière-des-Prairies–Pointe-aux-Trembles,Francesco-Lacurto,,rue Maude-Abbott/rue Charlotte-Tassé,,,,orthophotographies,297291.98,5053906.55,-73.59628492,45.62501733,fontaine
329,Rivière-des-Prairies–Pointe-aux-Trembles,Perh-Kalm,,ave Rolland-Germain/rue Marcel-Raymond,,,,orthophotographies,300776.16,5058196.67,-73.55163832,45.66364962,fontaine
330,Rivière-des-Prairies–Pointe-aux-Trembles,René-Masson,,boul Rodolphe-Forget/boul Perras,,,,orthophotographies,298660.35,5056906.72,-73.57877441,45.65202692,fontaine
331,Rivière-des-Prairies–Pointe-aux-Trembles,des Pins,,42e ave/rue Cherrier,,,,orthophotographies,303503.27,5058519.67,-73.51664192,45.66656649,fontaine
332,Rivière-des-Prairies–Pointe-aux-Trembles,Marie-Claire-Daveluy,,ave Jean-Yves-Bigras/ave Louis-Dessaules,,,,orthophotographies,299446.45,5056654.1,-73.56868563,45.64976031,fontaine
333,Rosemont–La Petite-Patrie,Beaubien,,rue Beaubien Est/6e ave,,,localisation approx.,localisation approx.,297758.91,5045994.13,-73.5901828,45.55382403,fontaine
334,Rosemont–La Petite-Patrie,Beaubien,,rue Beaubien Est/6e ave,,,localisation approx.,localisation approx.,297774.55,5045990.22,-73.58998243,45.553789,fontaine
335,Rosemont–La Petite-Patrie,Bélanger/Chateaubriand,,reu Bélanger/ave De Chateaubriand,,,,orthophotographies,296178.21,5044268.7,-73.61039809,45.53828024,fontaine
336,Rosemont–La Petite-Patrie,Carmela-Galardo-Frascarelli,,rue Drolet/rue Bélanger,,,,orthophotographies,296030.3,5044053.19,-73.61228815,45.53633915,fontaine
337,Rosemont–La Petite-Patrie,des Carrières,,rue des Carrières/rue Boyer,,,,orthophotographies,297510.28,5043746.14,-73.59333379,45.53359326,fontaine
338,Rosemont–La Petite-Patrie,de la Cité-Jardin,,boul Rosemont/ave des Épinettes,,,localisation approx.,localisation approx.,299971.7,5047937.37,-73.56186043,45.5713288,fontaine
339,Rosemont–La Petite-Patrie,Dante,,rue Dante/ave De Gaspé,,,,orthophotographies,296064.58,5043832.45,-73.61184529,45.53435329,fontaine
340,Rosemont–La Petite-Patrie,De Gaspé,,ave De Gaspé/rue Saint-Zotique Est,,,,orthophotographies,296268.16,5043694.32,-73.60923632,45.53311286,fontaine
341,Rosemont–La Petite-Patrie,Étienne-Desmarteau,,rue Beaubien Est/20e ave,,,,orthophotographies,298533.93,5046741.81,-73.58026588,45.56055931,fontaine
342,Rosemont–La Petite-Patrie,Étienne-Desmarteau,,rue Beaubien Est/20e ave,,,,orthophotographies,298574.73,5046727.85,-73.57974307,45.56043406,fontaine
343,Rosemont–La Petite-Patrie,Étienne-Desmarteau,,rue Beaubien Est/20e ave,,,localisation approx.,localisation approx.,298536.78,5046645.61,-73.58022814,45.55969369,fontaine
344,Rosemont–La Petite-Patrie,Étienne-Desmarteau,,rue Beaubien Est/20e ave,,,localisation approx.,localisation approx.,298585.63,5046628,-73.57960217,45.55953567,fontaine
345,Rosemont–La Petite-Patrie,Étienne-Desmarteau,,rue Beaubien Est/20e ave,,,localisation approx.,localisation approx.,298518.73,5046611.28,-73.58045891,45.55938462,fontaine
346,Rosemont–La Petite-Patrie,Étienne-Desmarteau,,rue Beaubien Est/20e ave,,,localisation approx.,localisation approx.,298569.78,5046587.96,-73.57980469,45.55917524,fontaine
347,Rosemont–La Petite-Patrie,Guglielmo-Marconi (Jean-Talon/Saint-Laurent),,boul Saint-Laurent/rue Jean-Talon Est,,,,orthophotographies,295607.38,5043882.07,-73.61770004,45.5347939,fontaine
348,Rosemont–La Petite-Patrie,Guido-Nincheri,,rue Sherbrooke Est/boul Pie-IX,,,localisation approx.,localisation approx.,300503.29,5046033.34,-73.55503295,45.55419919,fontaine
349,Rosemont–La Petite-Patrie,Place Hector-Prud'homme,,rue Saint-Hubert/rue de Bellechasse,,,,orthophotographies,297015.6,5043883.2,-73.59966959,45.53482123,fontaine
350,Rosemont–La Petite-Patrie,Henri-Valade,,place Henri-Valade/boul Saint-Joseph Est,,,,orthophotographies,299482.87,5045404.34,-73.5680958,45.54853219,fontaine
351,Rosemont–La Petite-Patrie,Idola-Saint-Jean,,boul Rosemont/18e ave,,,,orthophotographies,298778.19,5046429.53,-73.57713316,45.55775146,fontaine
352,Rosemont–La Petite-Patrie,J.-Arthur-Champagne,,ave du Mont-Royal Est/rue Henri-Deslongchamps,,,,orthophotographies,300015.36,5045769.94,-73.56127985,45.55182585,fontaine
353,Rosemont–La Petite-Patrie,Jean-Duceppe,,rue William-Tremblay/rue André-Laurendeau,,,,orthophotographies,299753.65,5044798.52,-73.56462171,45.54308282,fontaine
354,Rosemont–La Petite-Patrie,Jean-Duceppe,,rue William-Tremblay/rue André-Laurendeau,,,localisation approx.,localisation approx.,299606.4,5044884.68,-73.56650826,45.54385704,fontaine
355,Rosemont–La Petite-Patrie,Jean-Et-Èva-Tremblay,,place Guillet/18e ave,,,localisation approx.,localisation approx.,300206.19,5045742.33,-73.55883551,45.55157869,fontaine
356,Rosemont–La Petite-Patrie,Joseph-N.-Drapeau,,place Joseph-N.-Drapeau/rue William-Tremblay,,,,orthophotographies,300069.84,5045404.45,-73.56057856,45.54853741,fontaine
357,Rosemont–La Petite-Patrie,Joseph-Paré,,rue Beaubien Est/43e ave,,,,orthophotographies,299347.87,5048317.37,-73.56985721,45.57474355,fontaine
358,Rosemont–La Petite-Patrie,Lafond,,boul Saint-Joseph Est/13e ave,,,,orthophotographies,299490.95,5045732.07,-73.56799588,45.55148128,fontaine
359,Rosemont–La Petite-Patrie,Lafond,,boul Saint-Joseph Est/13e ave,,,localisation approx.,localisation approx.,299421.71,5045820.54,-73.56888365,45.55227683,fontaine
360,Rosemont–La Petite-Patrie,Lafond,,boul Saint-Joseph Est/13e ave,,,localisation approx.,localisation approx.,299443.88,5045816.85,-73.56859966,45.5522438,fontaine
361,Rosemont–La Petite-Patrie,Lafond,,boul Saint-Joseph Est/13e ave,,,localisation approx.,localisation approx.,299453,5045812.66,-73.56848281,45.55220617,fontaine
362,Rosemont–La Petite-Patrie,Maisonneuve (gorf municipal),,rue Sherbrooke Est/boul de L'Assomption,,,,orthophotographies,300370.15,5048029.43,-73.55675631,45.57215984,fontaine
363,Rosemont–La Petite-Patrie,Maisonneuve (gorf municipal),,rue Sherbrooke Est/boul de L'Assomption,,,localisation approx.,localisation approx.,300364.05,5047696.08,-73.55683144,45.56916021,fontaine
364,Rosemont–La Petite-Patrie,Léon-Provancher,,boul Pix-IX/rue Dandurand,,,localisation approx.,localisation approx.,299364.14,5046720.46,-73.56963099,45.56037417,fontaine
365,Rosemont–La Petite-Patrie,des Locomotives,,rue Omer-Lavallée/ave du Midway,,,,orthophotographies,299966.06,5045090.2,-73.56190455,45.54570897,fontaine
366,Rosemont–La Petite-Patrie,de la Louisiane,,rue de Bellechasse/35e ave,,,localisation approx.,localisation approx.,299266.31,5047660.12,-73.57089478,45.56882877,fontaine
367,Rosemont–La Petite-Patrie,de la Louisiane,,rue de Bellechasse/35e ave,,,localisation approx.,localisation approx.,299057.59,5047603.19,-73.57356812,45.5683148,fontaine
368,Rosemont–La Petite-Patrie,de la Louisiane,,rue de Bellechasse/35e ave,,,localisation approx.,localisation approx.,299140.6,5047622.97,-73.57250488,45.56849347,fontaine
369,Rosemont–La Petite-Patrie,de la Louisiane,,rue de Bellechasse/35e ave,,,localisation approx.,localisation approx.,299151.93,5047621.04,-73.5723597,45.56847619,fontaine
370,Rosemont–La Petite-Patrie,Luc-Durand,,ave De Chateaubriand/rue des Ateliers,,,,orthophotographies,297273.76,5043567.31,-73.59635932,45.53198157,fontaine
371,Rosemont–La Petite-Patrie,Maisonneuve,,rue Sherbrooke Est/rue Viau,,,,orthophotographies,299732.23,5047587.14,-73.5649249,45.56817562,fontaine
372,Rosemont–La Petite-Patrie,Maisonneuve,,rue Sherbrooke Est/rue Viau,,,,orthophotographies,300288.25,5046937.45,-73.55779555,45.56233332,fontaine
373,Rosemont–La Petite-Patrie,Maisonneuve,,rue Sherbrooke Est/rue Viau,,,,orthophotographies,300465.69,5046858.59,-73.55552184,45.56162484,fontaine
374,Rosemont–La Petite-Patrie,Molson,,rue d'Iberville/ave Elsdale,,,localisation approx.,localisation approx.,297609.7,5045538.08,-73.59208719,45.54971881,fontaine
375,Rosemont–La Petite-Patrie,Montcalm,,rue Cartier/rue Saint-Zotique Est,,,,orthophotographies,296861.59,5045148.53,-73.60166201,45.54620538,fontaine
376,Rosemont–La Petite-Patrie,Mozart,,ave Mozart Ouest/rue Waverly,,,,orthophotographies,295663.52,5043502.97,-73.61697417,45.53138336,fontaine
377,Rosemont–La Petite-Patrie,du Pélican,,rue Laurier Est/1ere ave,,,,orthophotographies,298982.19,5044918.37,-73.57450217,45.54415526,fontaine
378,Rosemont–La Petite-Patrie,du Pélican,,rue Molson/boul Saint-Joseph,,,,orthophotographies,299127.94,5044785.18,-73.57263417,45.54295797,fontaine
379,Rosemont–La Petite-Patrie,Père-Marquette (sud),Parc à chien,rue Garnier/boul Rosemont,,,parc à chien / accès restreint,orthophotographies,297726.01,5044270.43,-73.59057927,45.53831324,fontaine
380,Rosemont–La Petite-Patrie,Père-Marquette (centre),,boul Rosemont/rue Chambord,,,,orthophotographies,297585.1,5044499.45,-73.59238693,45.5403726,fontaine
381,Rosemont–La Petite-Patrie,Père-Marquette (centre),,boul Rosemont/rue Chambord,,,,orthophotographies,297392.54,5044348.53,-73.59485038,45.53901254,fontaine
382,Rosemont–La Petite-Patrie,Père-Marquette (centre),,boul Rosemont/rue Chambord,,,localisation approx.,localisation approx.,297469.85,5044336.97,-73.59386028,45.53890934,fontaine
383,Rosemont–La Petite-Patrie,Père-Marquette (centre),,boul Rosemont/rue Chambord,,,localisation approx.,localisation approx.,297480.98,5044336.97,-73.59371776,45.53890946,fontaine
384,Rosemont–La Petite-Patrie,Père-Marquette (nord),,rue De Drucourt/rue De Lanaudière,,,,orthophotographies,297268.14,5044433.6,-73.5964446,45.5397767,fontaine
385,Rosemont–La Petite-Patrie,de la Petite-Italie,,rue Clark/rue Saint-Zotique Ouest,,,localisation approx.,localisation approx.,296054.76,5043503.75,-73.61196515,45.5313954,fontaine
386,Rosemont–La Petite-Patrie,Richard-Angus,,rue Ernest-Gendreau/ave du Mont-Royal Est,,,,orthophotographies,299838.55,5045537.94,-73.56354201,45.54973699,fontaine
387,Rosemont–La Petite-Patrie,Rosemont,,rue Dandurand/place Basile-Patenaude,,,,orthophotographies,298525.96,5045097.71,-73.58034688,45.54576506,fontaine
388,Rosemont–La Petite-Patrie,Saint-Édouard,,rue Boyer/rue Saint-Zotique Est,,,,orthophotographies,296453.83,5044320.89,-73.6068698,45.53875322,fontaine
389,Rosemont–La Petite-Patrie,Saint-Émile,,rue Rachel Est/rue Saint-Germain,,,,orthophotographies,300217.04,5045076.75,-73.55869032,45.54558964,fontaine
390,Rosemont–La Petite-Patrie,Saint-Émile,,rue Rachel Est/rue Saint-Germain,,,,orthophotographies,300174.69,5045100.84,-73.55923289,45.54580613,fontaine
391,Rosemont–La Petite-Patrie,Soeur-Madeleine-Gagnon (Saint-Jean-De-La-Croix),,rue Saint-Dominique/rue Saint-Zotique Est,,,,orthophotographies,296161.42,5043527.62,-73.61060001,45.53161152,fontaine
392,Rosemont–La Petite-Patrie,Raymond-Lévesque (Saint-Zotique/23e avenue),,rue Saint-Zotique Est/23e ave,,,,orthophotographies,298235.64,5047195.31,-73.58409294,45.5646373,fontaine
393,Rosemont–La Petite-Patrie,Sainte-Bernadette,,rue Bélanger/19e ave,,,,orthophotographies,297943.84,5046922.54,-73.58782722,45.56218002,fontaine
394,Rosemont–La Petite-Patrie,Sainte-Bernadette,,rue Bélanger/19e ave,,,localisation approx.,localisation approx.,297935.86,5046842.85,-73.58792833,45.56146286,fontaine
395,Rosemont–La Petite-Patrie,de l'Ukraine,pataugeoir,rue de Bellechasse/12e ave,,,accès restreint,orthophotographies,298368.77,5046142.78,-73.58237363,45.55516753,fontaine
396,Rosemont–La Petite-Patrie,de l'Ukraine,,rue de Bellechasse/12e ave,,,localisation approx.,localisation approx.,298379.8,5046136.66,-73.58223228,45.55511256,fontaine
397,Villeray–Saint-Michel–Parc-Extension,Le Goupillier (jardin),Jardins communautaires,54e rue (#4161),,,accès restreint,orthophotographies,294954.18,5049278.84,-73.62617207,45.58334684,fontaine
398,Villeray–Saint-Michel–Parc-Extension,Champdoré (jardin),Jardins communautaires,ave Charton (#9400),,,accès restreint,orthophotographies,293735.89,5047243.9,-73.64173808,45.56501755,fontaine
399,Villeray–Saint-Michel–Parc-Extension,De Lille (jardin),Jardins communautaires,ave Bruchesi (#9400),,,accès restreint,orthophotographies,294055.13,5047840.38,-73.63766154,45.57038986,fontaine
400,Villeray–Saint-Michel–Parc-Extension,Le Michelois (jardin),Jardins communautaires,,,,accès restreint,orthophotographies,295490.68,5047613.62,-73.61926523,45.56837009,fontaine
401,Villeray–Saint-Michel–Parc-Extension,Villeray(jardin),Jardins communautaires,ave Christophe-Colomb (#8000),,,accès restreint,orthophotographies,295200.52,5045254.11,-73.62293627,45.54713451,fontaine
402,Villeray–Saint-Michel–Parc-Extension,De Normandville,Jardins communautaires,rue De Normandville (#7955),,,accès restreint,orthophotographies,295409.09,5045398.06,-73.62026797,45.54843267,fontaine
403,Villeray–Saint-Michel–Parc-Extension,Babylone,Jardins communautaires,ave Ball (#435),,,accès restreint,orthophotographies,294457.89,5043618.84,-73.63241223,45.53240915,fontaine
404,Villeray–Saint-Michel–Parc-Extension,Jean-Rivard,,rue Jean-Rivard/2e ave,,,localisation approx.,localisation approx.,295660.3,5047070.11,-73.61708201,45.56348166,fontaine
405,Villeray–Saint-Michel–Parc-Extension,George-Vernot,,13e ave/boul Robert,,,localisation approx.,localisation approx.,295751.08,5047727.33,-73.61593126,45.56939672,fontaine
406,Villeray–Saint-Michel–Parc-Extension,George-Vernot,,13e ave/boul Robert,,,localisation approx.,localisation approx.,295876.98,5047571.86,-73.61431544,45.56799938,fontaine
407,Villeray–Saint-Michel–Parc-Extension,George-Vernot,,13e ave/boul Robert,,,localisation approx.,localisation approx.,295767.76,5047617.47,-73.61571553,45.56840838,fontaine
408,Villeray–Saint-Michel–Parc-Extension,Parc-école-Montcalm,,boul Saint-Michel/rue Denis-Papin,,,localisation approx.,localisation approx.,295267.33,5047778.53,-73.62212986,45.56985097,fontaine
409,Villeray–Saint-Michel–Parc-Extension,Sainte-Lucie,,rue Legendre Est/16e ave,,,,orthophotographies,295053.79,5048347.05,-73.62487701,45.57496373,fontaine
410,Villeray–Saint-Michel–Parc-Extension,Sainte-Lucie,,rue Legendre Est/16e ave,,,localisation approx.,localisation approx.,294975.09,5048369.28,-73.62588582,45.57516265,fontaine
411,Villeray–Saint-Michel–Parc-Extension,Champdoré,,rue Champdoré/rue de Lille,,,localisation approx.,localisation approx.,294270.82,5047639.24,-73.63489383,45.56858324,fontaine
412,Villeray–Saint-Michel–Parc-Extension,Champdoré,,rue Champdoré/rue de Lille,,,localisation approx.,localisation approx.,294293.79,5047638.89,-73.63459955,45.56858044,fontaine
413,Villeray–Saint-Michel–Parc-Extension,Ovila-Légaré,,boul Pie-IX/48e rue,,,,orthophotographies,295207.08,5049023.73,-73.62292621,45.58105482,fontaine
414,Villeray–Saint-Michel–Parc-Extension,Ovila-Légaré,,boul Pie-IX/48e rue,,,,orthophotographies,295288.29,5048985.5,-73.62188482,45.58071193,fontaine
415,Villeray–Saint-Michel–Parc-Extension,Ovila-Légaré,,boul Pie-IX/48e rue,,,localisation approx.,localisation approx.,295150.63,5049053.53,-73.62365016,45.58132219,fontaine
416,Villeray–Saint-Michel–Parc-Extension,René-Goupil,,25e ave/boul Robert,,,,orthophotographies,296189.27,5048614.51,-73.61033298,45.57738539,fontaine
417,Villeray–Saint-Michel–Parc-Extension,François-Perrault,,rue François-Perrault/ave Musset,,,localisation approx.,localisation approx.,296941.41,5046942.05,-73.60066862,45.56234498,fontaine
418,Villeray–Saint-Michel–Parc-Extension,Joseph-Robin,,ave Léonard-De Vinci/rue Everett,,,,orthophotographies,297272.08,5047178.88,-73.59643638,45.56447971,fontaine
419,Villeray–Saint-Michel–Parc-Extension,du Bon-Air,,rue Everett/8e ave,,,,orthophotographies,296858.74,5046403.4,-73.60171887,45.55749709,fontaine
420,Villeray–Saint-Michel–Parc-Extension,Gabriel-Sagard,,rue jean-Talon Est/rue Sagard,,,,orthophotographies,296715.46,5045732.23,-73.60354304,45.55145603,fontaine
421,Villeray–Saint-Michel–Parc-Extension,Nicolas-Tillemont,,rue Tillemont/rue Louis-Hémon,,,,orthophotographies,295994.05,5046207.52,-73.61279106,45.5557241,fontaine
422,Villeray–Saint-Michel–Parc-Extension,CESM (Frédéric-Back),,ave Papineau/ave Émile-Journault,,,localisation approx.,localisation approx.,295274.05,5046711.64,-73.62202298,45.56025086,fontaine
423,Villeray–Saint-Michel–Parc-Extension,CESM (Frédéric-Back),,ave Papineau/ave Émile-Journault,,,localisation approx.,localisation approx.,295324.09,5046750.55,-73.62138275,45.56060166,fontaine
424,Villeray–Saint-Michel–Parc-Extension,CESM (Frédéric-Back),,ave Papineau/ave Émile-Journault,,,localisation approx.,localisation approx.,295377.83,5046726.46,-73.6206939,45.56038562,fontaine
425,Villeray–Saint-Michel–Parc-Extension,Giovannina-Di Tomasso,,rue De Normanville/rue Tillemont,,,,orthophotographies,295433.19,5045369.37,-73.61995878,45.54817483,fontaine
426,Villeray–Saint-Michel–Parc-Extension,Villeray,,rue De Normanville/rue Tillemont,,,,orthophotographies,295380.71,5045354.74,-73.62063059,45.54804247,fontaine
427,Villeray–Saint-Michel–Parc-Extension,De Normanville,,rue De Normanville/rue Everett,,,,orthophotographies,295766.25,5045130.26,-73.61568894,45.54602763,fontaine
428,Villeray–Saint-Michel–Parc-Extension,De Normanville,,rue De Normanville/rue Everett,,,localisation approx.,localisation approx.,295736.52,5045112.19,-73.61606934,45.54586465,fontaine
429,Villeray–Saint-Michel–Parc-Extension,De Normanville,,rue De Normanville/rue Everett,,,localisation approx.,localisation approx.,295741.04,5045108.34,-73.61601138,45.54583006,fontaine
430,Villeray–Saint-Michel–Parc-Extension,de Turin,,rue De Castelnaud Est/rue De Lanaudière,,,,orthophotographies,296121.21,5045122.24,-73.61114308,45.54595998,fontaine
431,Villeray–Saint-Michel–Parc-Extension,Le Prévost,,ave Christophe-Colomb/rue Jean-Talon Est,,,,orthophotographies,295993.95,5044798.06,-73.61276698,45.5430413,fontaine
432,Villeray–Saint-Michel–Parc-Extension,Victorien-Pesant,,ave De Gaspé/rue De Castelnaud Est,,,,orthophotographies,295493.55,5044192.88,-73.61916339,45.53758917,fontaine
433,Villeray–Saint-Michel–Parc-Extension,Victorien-Pesant,,ave De Gaspé/rue De Castelnaud Est,,,localisation approx.,localisation approx.,295496.12,5044203.71,-73.61913069,45.53768666,fontaine
434,Villeray–Saint-Michel–Parc-Extension,Villeray-Ouest,,ave Christophe-Colomb/rue Villeray,,,localisation approx.,localisation approx.,295328.88,5045140.97,-73.62129023,45.5461182,fontaine
435,Villeray–Saint-Michel–Parc-Extension,Jean-Marie_Lamonde,,ave De Chateaubriand/rue Villeray,,,,orthophotographies,295331.96,5044809.15,-73.62124437,45.54313241,fontaine
436,Villeray–Saint-Michel–Parc-Extension,Saint-Vincent-Ferrier,,ave Henri-Julien/rue Jarry Est,,,,orthophotographies,294541.19,5044665.19,-73.63136765,45.54182581,fontaine
437,Villeray–Saint-Michel–Parc-Extension,des Rêves,,ave De Gaspé/rue Guizot Est,,,,orthophotographies,294401.01,5044646.59,-73.6331623,45.54165636,fontaine
438,Villeray–Saint-Michel–Parc-Extension,Howard,,ave De L'Épée/rue de Liège Ouest,,,,orthophotographies,293658.98,5043750.33,-73.6426438,45.53358003,fontaine
439,Villeray–Saint-Michel–Parc-Extension,Jarry,,rue Jarry Ouest/ave de l'Esplanade,,,,orthophotographies,294364.32,5043794.61,-73.63361397,45.5339894,fontaine
440,Villeray–Saint-Michel–Parc-Extension,Jarry,,rue Jarry Ouest/ave de l'Esplanade,,,,orthophotographies,294590.46,5043690.79,-73.63071641,45.53305854,fontaine
441,Villeray–Saint-Michel–Parc-Extension,Jarry,,rue Jarry Ouest/boul Saint-Laurent,,,,orthophotographies,294625.9,5044211.32,-73.63027348,45.53774297,fontaine
442,Villeray–Saint-Michel–Parc-Extension,Jarry,,boul Saint-Laurent/rue Villeray,,,,orthophotographies,294852,5044077.26,-73.62737568,45.53653992,fontaine
443,Villeray–Saint-Michel–Parc-Extension,Jarry,,rue Jarry Ouest/boul Saint-Laurent,,,localisation approx.,localisation approx.,294464.15,5043875.73,-73.6323375,45.53472083,fontaine
444,Villeray–Saint-Michel–Parc-Extension,Jarry,,rue Jarry Ouest/boul Saint-Laurent,,,localisation approx.,localisation approx.,294605.31,5043984.14,-73.63053239,45.53569842,fontaine
445,Villeray–Saint-Michel–Parc-Extension,Jarry,,rue Jarry Ouest/boul Saint-Laurent,,,localisation approx.,localisation approx.,294940.87,5044098,-73.6262382,45.53672781,fontaine
446,Villeray–Saint-Michel–Parc-Extension,Jarry,,rue Jarry Ouest/boul Saint-Laurent,,,localisation approx.,localisation approx.,295091.89,5044054.94,-73.62430366,45.53634246,fontaine
